sku_id,url,category,price_inr,review_count,rating,buyer_photos_count,fabric_composition_stated,fabric_composition_verbatim,weight_gsm_stated,weight_gsm_verbatim,flat_measurements_stated,measurements_verbatim,fit_descriptor_verbatim,care_instructions_stated,seller_name,description_word_count,marketing_adjectives_verbatim,falsifiable_facts_count,description_style,v1_verdict,what_tool_could_say,what_tool_cannot_say,notes,brand,product_name,source_url,source_type,scrape_date,url_status,url_domain
SKU42,https://www.nykaafashion.com/kisah-men-maroon-kurta/p/13012935,kurta,2000,,,,Y,Silk,,,,,,,,,,,listing_only,,Brand: KISAH; product: Men Maroon & Black Textured Silk Blend Jacquard Kurta with Abstract Print; listed price: ?2000.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,KISAH,Men Maroon & Black Textured Silk Blend Jacquard Kurta with Abstract Print,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU43,,kurta,3499,,,,,,,,,,,,,,,,listing_only,,Brand: KISAH; product: Mens Yellow Embellished Kurta; listed price: ?3499.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,KISAH,Mens Yellow Embellished Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU44,https://www.nykaafashion.com/ethnic-bay-men-lavender-viscose-rayon-embroidered-straight-kurta/p/24091350,kurta,1176,,,,,,,,,,,,,,,,listing_only,,Brand: ETHNIC BAY; product: Men Lavender Embroidered Straight Kurta; listed price: ?1176.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,ETHNIC BAY,Men Lavender Embroidered Straight Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU45,https://www.nykaafashion.com/vastramay-maroon-embroidered-regular-kurta/p/25472646,kurta,4899,,,,,,,,,,,,,,,,listing_only,,Brand: Vastramay; product: Maroon Embroidered Regular Kurta; listed price: ?4899.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Vastramay,Maroon Embroidered Regular Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU46,,kurta,1999,,,,Y,Silk,,,,,,,,,,,listing_only,,Brand: KISAH; product: Men Mid Navy Blue Silk Blend Solid Textured Kurta; listed price: ?1999.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,KISAH,Men Mid Navy Blue Silk Blend Solid Textured Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU47,,kurta,900,,,,,,,,,,,,,,,,listing_only,,Brand: Jompers; product: White Embroidered Full Sleeves Kurta; listed price: ?900.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Jompers,White Embroidered Full Sleeves Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU48,,kurta,1899,,,,,,,,,,,,,,,,listing_only,,Brand: Diwas by Manyavar; product: Purple Dreams Kurta for Men; listed price: ?1899.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Diwas by Manyavar,Purple Dreams Kurta for Men,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU49,,kurta,1575,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: Kraft India; product: Printed Royal Motifs Cotton Blend Beige Kurta; listed price: ?1575.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Kraft India,Printed Royal Motifs Cotton Blend Beige Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU50,https://www.nykaafashion.com/kisah-black-abstract-kurta/p/1340599,kurta,1999,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: KISAH; product: Men Black Cotton Silk Printed Kurta; listed price: ?1999.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,KISAH,Men Black Cotton Silk Printed Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU51,https://www.nykaafashion.com/fabindia-green-cotton-ikat-slim-fit-long-kurta/p/14735578,kurta,3299,,,,Y,Cotton,,,,,Slim,,,,,,listing_only,,Brand: Fabindia; product: Green Cotton Ikat Slim Fit Long Kurta; listed price: ?3299.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Fabindia,Green Cotton Ikat Slim Fit Long Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU52,,kurta,4999,,,,Y,Linen,,,,,,,,,,,listing_only,,Brand: Manyavar; product: Men Warm White Linen Solid Kurta; listed price: ?4999.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Manyavar,Men Warm White Linen Solid Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU53,https://www.nykaafashion.com/kraft-india-luxe-cotton-silk-embroidered-festive-cream-kurta/p/22792297,kurta,4736,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: KRAFT INDIA LUXE; product: Cotton Silk Embroidered Festive Cream Kurta; listed price: ?4736.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,KRAFT INDIA LUXE,Cotton Silk Embroidered Festive Cream Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU54,https://www.nykaafashion.com/gahan-mens-dark-green-art-silk-embroidered-kurta-with-pyjama/p/25043544,kurta,766,,,,Y,Silk,,,,,,,,,,,listing_only,,Brand: Gahan; product: Mens Dark Green Art Silk Embroidered Kurta; listed price: ?766.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Gahan,Mens Dark Green Art Silk Embroidered Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU55,,kurta,2399,,,,Y,Silk,,,,,,,,,,,listing_only,,Brand: Vedant Vastram; product: Men Beige Floral Embroidered Work Armani Silk Kurta; listed price: ?2399.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Vedant Vastram,Men Beige Floral Embroidered Work Armani Silk Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU56,,kurta,981,,,,Y,Linen,,,,,,,,,,,listing_only,,Brand: Bonjour; product: Beige Men’s Linen Short Kurta; listed price: ?981.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Bonjour,Beige Men’s Linen Short Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU57,,kurta,1699,,,,,,,,,,Regular,,,,,,listing_only,,Brand: Sanwara; product: White Solid/Plain Regular Fit Kurta; listed price: ?1699.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Sanwara,White Solid/Plain Regular Fit Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU58,https://www.nykaafashion.com/kisah-black-abstract-kurta/p/1340599,kurta,2000,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: KISAH; product: Men Black Printed Cotton Blend Kurta with Kantha Print; listed price: ?2000.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,KISAH,Men Black Printed Cotton Blend Kurta with Kantha Print,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU59,,kurta,2000,,,,,,,,,,,,,,,,listing_only,,Brand: TRYBUY.IN; product: Mens Full Sleeves Chikankari Kurta; listed price: ?2000.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,TRYBUY.IN,Mens Full Sleeves Chikankari Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU60,https://www.nykaafashion.com/kuons-avenue-mens-black-denim-casual-short-kurta/p/18696485,kurta,1300,,,,,,,,,,,,,,,,listing_only,,Brand: KUONS AVENUE; product: Mens Black Denim Casual Short Kurta; listed price: ?1300.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,KUONS AVENUE,Mens Black Denim Casual Short Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU61,https://www.nykaafashion.com/tabard-cotton-printed-blue-ethnicwear-men-kurta/p/13159061,kurta,1200,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: TABARD; product: Cotton Printed Blue Ethnicwear Men Kurta; listed price: ?1200.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,TABARD,Cotton Printed Blue Ethnicwear Men Kurta,https://www.nykaafashion.com/men/ethnicwear/kurtas/c/6842,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU62,https://www.nykaafashion.com/calvin-klein-navy-blue-solid-slim-fit-cotton-shirt/p/21971735,formal shirt,6999,,,,Y,Cotton,,,,,Slim,,,,,,listing_only,,Brand: Calvin Klein; product: Navy Blue Solid Slim Fit Cotton Shirt; listed price: ?6999.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Calvin Klein,Navy Blue Solid Slim Fit Cotton Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU63,https://www.nykaafashion.com/h-m-men-blue-regular-fit-oxford-shirt/p/24304366,formal shirt,1799,,,,,,,,,,Regular,,,,,,listing_only,,Brand: H&M; product: Men Blue Regular Fit Oxford Shirt; listed price: ?1799.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,H&M,Men Blue Regular Fit Oxford Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU64,https://www.nykaafashion.com/louis-philippe-men-blue-slim-fit-solid-full-sleeves-formal-shirt/p/16821348,formal shirt,1475,,,,Y,Cotton,,,,,Slim,,,,,,listing_only,,Brand: Louis Philippe; product: Mens Blue Solid Easy to Iron Cotton Slim fit Formal Shirt; listed price: ?1475.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Louis Philippe,Mens Blue Solid Easy to Iron Cotton Slim fit Formal Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU65,https://www.nykaafashion.com/u-s-polo-assn-white-men-s-pure-cotton-tailored-fit-shirt/p/20178559,formal shirt,1728,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: U.S. POLO ASSN.; product: White Men's Pure Cotton Tailored Fit Shirt; listed price: ?1728.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,U.S. POLO ASSN.,White Men's Pure Cotton Tailored Fit Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU66,https://www.nykaafashion.com/rare-rabbit-linux-light-beige-solid-shirt/p/13029492,formal shirt,1950,,,,,,,,,,,,,,,,listing_only,,Brand: Rare Rabbit; product: Linux Light Beige Solid Shirt; listed price: ?1950.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Rare Rabbit,Linux Light Beige Solid Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU67,,formal shirt,1976,,,,,,,,,,Regular,,,,,,listing_only,,Brand: Rare Rabbit; product: Holand Dusky Purple Plain Regular Fit Shirt; listed price: ?1976.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Rare Rabbit,Holand Dusky Purple Plain Regular Fit Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU68,https://www.nykaafashion.com/arrow-mens-vertical-striped-manhattan-slim-fit-velocity-shirt/p/19925750,formal shirt,1260,,,,,,,,,,Slim,,,,,,listing_only,,Brand: Arrow; product: Mens Vertical Striped Manhattan Slim Fit Velocity Shirt; listed price: ?1260.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Arrow,Mens Vertical Striped Manhattan Slim Fit Velocity Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU69,,formal shirt,1196,,,,Y,Cotton,,,,,Slim,,,,,,listing_only,,Brand: Raymond; product: Grey Cotton Blend Full Sleeves Cotton Blend Slim Fit Stripes Shirt; listed price: ?1196.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Raymond,Grey Cotton Blend Full Sleeves Cotton Blend Slim Fit Stripes Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU70,,formal shirt,1380,,,,Y,Cotton,,,,,Slim,,,,,,listing_only,,Brand: Arrow; product: White Manhattan Slim Fit Cotton Textured Shirt; listed price: ?1380.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Arrow,White Manhattan Slim Fit Cotton Textured Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU71,,formal shirt,2581,,,,,,,,,,Regular,,,,,,listing_only,,Brand: Van Heusen; product: Men Black Regular Fit Stripe Full Sleeves Formal Shirt; listed price: ?2581.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Van Heusen,Men Black Regular Fit Stripe Full Sleeves Formal Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU72,,formal shirt,1035,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: Arrow; product: Blue Cotton Full Sleeves Shirt; listed price: ?1035.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Arrow,Blue Cotton Full Sleeves Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU73,https://www.nykaafashion.com/arrow-newyork-mens-vertical-striped-manhattan-slim-fit-shirt/p/23460271,formal shirt,2275,,,,,,,,,,Slim,,,,,,listing_only,,Brand: Arrow Newyork; product: Mens Vertical Striped Manhattan Slim Fit Shirt; listed price: ?2275.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Arrow Newyork,Mens Vertical Striped Manhattan Slim Fit Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU74,https://www.nykaafashion.com/greenfibre-men-beige-stripes-formal-shirt/p/20160363,formal shirt,984,,,,,,,,,,,,,,,,listing_only,,Brand: Greenfibre; product: Men Beige Stripes Formal Shirt; listed price: ?984.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Greenfibre,Men Beige Stripes Formal Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU75,,formal shirt,3685,,,,,,,,,,Regular,,,,,,listing_only,,Brand: Tommy Hilfiger; product: Black Striped Regular Fit Hemp Shirt; listed price: ?3685.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Tommy Hilfiger,Black Striped Regular Fit Hemp Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU76,,formal shirt,2224,,,,,,,,,,,,,,,,listing_only,,Brand: Allen Solly; product: Men Black Stripe Full Sleeves Formal Shirt; listed price: ?2224.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Allen Solly,Men Black Stripe Full Sleeves Formal Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU77,,formal shirt,741,,,,,,,,,,Slim,,,,,,listing_only,,Brand: The Indian Garage Co; product: Men’s Slim Fit Solid Cutaway Collar Formal Shirt; listed price: ?741.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,The Indian Garage Co,Men’s Slim Fit Solid Cutaway Collar Formal Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU78,,formal shirt,1512,,,,,,,,,,Regular,,,,,,listing_only,,Brand: Van Heusen; product: Green Stripes Regular Fit Shirt; listed price: ?1512.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Van Heusen,Green Stripes Regular Fit Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU79,https://www.nykaafashion.com/peter-england-men-maroon-regular-fit-full-sleeves-formal-shirt/p/24073007,formal shirt,1599,,,,,,,,,,Regular,,,,,,listing_only,,Brand: Peter England; product: Maroon Regular Fit Full Sleeves Formal Shirt; listed price: ?1599.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Peter England,Maroon Regular Fit Full Sleeves Formal Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU80,,formal shirt,1215,,,,,,,,,,,,,,,,listing_only,,Brand: Arrow; product: Men Liberty Classic Fit Solid Shirt; listed price: ?1215.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Arrow,Men Liberty Classic Fit Solid Shirt,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU81,https://www.nykaafashion.com/louis-philippe-men-grey-slim-fit-solid-flat-front-formal-trousers/p/21009840,formal shirt,1612,,,,,,,,,,Slim,,,,,,listing_only,,Brand: Louis Philippe; product: Men Grey Slim Fit Solid Flat Front Formal Trousers; listed price: ?1612.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Louis Philippe,Men Grey Slim Fit Solid Flat Front Formal Trousers,https://www.nykaafashion.com/men/topwear/formal-shirts/c/6828,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU82,,bottomwear,1156,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: Styli; product: Cotton Stretch Balloon Fit Jeans; listed price: ?1156.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Styli,Cotton Stretch Balloon Fit Jeans,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU83,https://www.nykaafashion.com/broadstar-stretchable-off-white-loose-fit-solid-korean-trouser/p/21126176,bottomwear,1260,,,,,,,,,,Loose,,,,,,listing_only,,Brand: BROADSTAR; product: Stretchable Off White Loose Fit Solid Korean Trouser; listed price: ?1260.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,BROADSTAR,Stretchable Off White Loose Fit Solid Korean Trouser,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU84,https://www.nykaafashion.com/styli-men-s-black-solid-wide-leg-cotton-casual-trousers-with-drawstring/p/16175492,bottomwear,830,,,,Y,Cotton,,,,,,,,,,,listing_only,,Brand: Styli; product: Men's Black Solid Wide Leg Cotton Casual Trousers with Drawstring; listed price: ?830.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Styli,Men's Black Solid Wide Leg Cotton Casual Trousers with Drawstring,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
SKU85,,bottomwear,1350,,,,,,,,,,Loose,,,,,,listing_only,,Brand: Flying Machine; product: Brown Mid Rise Cobain Loose Fit Cargo; listed price: ?1350.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Flying Machine,Brown Mid Rise Cobain Loose Fit Cargo,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU86,,bottomwear,2499,,,,,,,,,,,,,,,,listing_only,,Brand: Jack & Jones; product: Black Bootcut Jeans; listed price: ?2499.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Jack & Jones,Black Bootcut Jeans,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_not_resolved,
SKU87,https://www.nykaafashion.com/allen-solly-men-beige-solid-casual-trousers/p/20460243,bottomwear,1525,,,,,,,,,,,,,,,,listing_only,,Brand: Allen Solly; product: Men Beige Solid Casual Trousers; listed price: ?1525.,"PDP-level review count, rating, detailed specifications and seller details were not expanded in this listing-level scrape.",Listing-level sample scraped from current Nykaa Fashion category page; direct PDP fields intentionally left blank when not observed. No buyer-photo logic used.,Allen Solly,Men Beige Solid Casual Trousers,https://www.nykaafashion.com/men/bottomwear/c/6834,nykaa_category_listing,9/4/2026,pdp_url_resolved_from_web,nykaafashion.com
